date,Block,plot,species,%cover
5/28/14,2,3,Dicanthelium_oligosanthes,2
5/28/14,2,3,Carex_meadii,11
5/28/14,2,3,Carex_heliophila,2
5/28/14,2,3,Carex_brevior,1
5/28/14,2,3,Baptisia_bracteata,11
5/28/14,2,3,Cornus_drumondii,3
5/28/14,2,4,Dicanthelium_oligosanthes,1
5/28/14,2,4,Carex_gravita,1
5/28/14,2,4,Carex_meadii,9
5/28/14,2,4,Carex_heliophila,4
5/28/14,2,4,Baptisia_bracteata,6
5/28/14,2,4,Rhus_glabra,1
5/28/14,2,4,Ruellia_humilis,1
5/28/14,2,4,Baptisia_australis,6
5/28/14,2,5,Dicanthelium_oligosanthes,4
5/28/14,2,5,Carex_heliophila,14
5/28/14,2,5,Asclepias_verticillata,1
5/28/14,2,5,Rhus_glabra,21
5/28/14,2,5,Callirhoe_involucrata,2
5/28/14,2,5,Rubus_occidentalis,7
5/28/14,2,6,Carex_heliophila,15
5/28/14,2,6,Rhus_glabra,9
5/28/14,2,6,Ruellia_humilis,1
5/28/14,2,6,Callirhoe_involucrata,1
5/28/14,2,6,Antennaria_neglecta,1
5/28/14,2,7,Carex_meadii,8
5/28/14,2,7,Carex_heliophila,3
5/28/14,2,7,Baptisia_bracteata,9
5/28/14,2,7,Rhus_glabra,9
5/28/14,2,8,Dicanthelium_oligosanthes,2
5/28/14,2,8,Carex_gravita,1
5/28/14,2,8,Carex_heliophila,1
5/28/14,2,8,Rhus_glabra,2
5/28/14,2,8,Rubus_occidentalis,4
5/28/14,2,9,Carex_gravita,5
5/28/14,2,9,Carex_meadii,4
5/28/14,2,9,Carex_brevior,2
5/28/14,2,9,Ruellia_humilis,2
5/28/14,2,9,Cornus_drumondii,1
5/28/14,2,10,Carex_meadii,1
5/28/14,2,10,Carex_heliophila,1
5/28/14,2,10,Ruellia_humilis,4
5/28/14,2,10,Psoralea_argophylla,15
5/28/14,2,1,Dicanthelium_oligosanthes,3
5/28/14,2,1,Poa_pratensis,1
5/28/14,2,1,Carex_brevior,2
5/28/14,2,1,Carex_meadii,12
5/28/14,2,1,Carex_gravita,11
5/28/14,2,1,Ruellia_humilis,1
5/28/14,2,1,Oxalis_violacea,30
5/28/14,2,1,Cornus_drumondii,1
5/28/14,2,2,Dicanthelium_oligosanthes,1
5/28/14,2,2,Carex_meadii,5
5/28/14,2,2,Carex_gravita,6
5/28/14,2,2,Ruellia_humilis,1
5/28/14,1,9,Dicanthelium_oligosanthes,3
5/28/14,1,9,Carex_meadii,9
5/28/14,1,9,Carex_heliophila,4
5/28/14,1,9,Amorpha_canescens,5
5/28/14,1,9,Rhus_glabra,1
5/28/14,1,9,Ruellia_humilis,1
5/28/14,1,10,Dicanthelium_oligosanthes,2
5/28/14,1,10,Carex_meadii,11
5/28/14,1,10,Carex_heliophila,2
5/28/14,1,10,Amorpha_canescens,20
5/28/14,1,10,Ruellia_humilis,4
5/28/14,1,10,Callirhoe_involucrata,1
5/28/14,1,1,Carex_meadii,10
5/28/14,1,1,Carex_heliophila,2
5/28/14,1,1,Amorpha_canescens,7
5/28/14,1,1,Oxalis_stricta,1
5/28/14,1,1,Ceanothus_herbaceus,3
5/28/14,1,1,Desmodium_illinoense,6
5/28/14,1,2,Dicanthelium_oligosanthes,3
5/28/14,1,2,Carex_meadii,11
5/28/14,1,2,Amorpha_canescens,4
5/28/14,1,2,Rhus_glabra,4
5/28/14,1,3,Carex_meadii,8
5/28/14,1,3,Carex_heliophila,2
5/28/14,1,3,Amorpha_canescens,7
5/28/14,1,3,Euphorbia_nutans,1
5/28/14,1,3,Physalis_pumila,1
5/28/14,1,4,Dicanthelium_oligosanthes,1
5/28/14,1,4,Carex_meadii,8
5/28/14,1,4,Carex_heliophila,5
5/28/14,1,4,Asclepias_verticillata,1
5/28/14,1,4,Baptisia_bracteata,2
5/28/14,1,4,Physalis_pumila,1
5/28/14,1,4,Ruellia_humilis,1
5/28/14,1,5,Dicanthelium_oligosanthes,1
5/28/14,1,5,Carex_meadii,10
5/28/14,1,5,Carex_heliophila,3
5/28/14,1,5,Amorpha_canescens,1
5/28/14,1,5,Baptisia_bracteata,1
5/28/14,1,5,Ruellia_humilis,1
5/28/14,1,6,Dicanthelium_oligosanthes,1
5/28/14,1,6,Carex_heliophila,15
5/28/14,1,6,Amorpha_canescens,5
5/28/14,1,6,Baptisia_bracteata,2
5/28/14,1,6,Rhus_glabra,3
5/28/14,1,6,Ruellia_humilis,1
5/28/14,1,7,Dicanthelium_oligosanthes,2
5/28/14,1,7,Carex_meadii,6
5/28/14,1,7,Carex_heliophila,3
5/28/14,1,7,Asclepias_verticillata,1
5/28/14,1,7,Baptisia_bracteata,12
5/28/14,1,7,Physalis_pumila,1
5/28/14,1,8,Dicanthelium_oligosanthes,4
5/28/14,1,8,Carex_heliophila,12
5/28/14,1,8,Baptisia_bracteata,18
5/28/14,1,8,Dalea_candida,2
5/28/14,1,8,Physalis_pumila,2
5/28/14,1,8,Rhus_glabra,1
5/28/14,1,8,Ruellia_humilis,1
5/28/14,3,1,Dicanthelium_oligosanthes,2
5/28/14,3,1,Cornus_drumondii,1
5/28/14,3,1,Carex_meadii,17
5/28/14,3,1,Eleocharis_compressa,1
5/28/14,3,1,Rubus_occidentalis,3
5/28/14,3,1,Amorpha_canescens,8
5/28/14,3,1,Rhus_glabra,1
5/28/14,3,1,Convolvulus_arvensis,1
5/28/14,3,2,Carex_meadii,1
5/28/14,3,2,Amorpha_canescens,13
5/28/14,3,3,Carex_meadii,1
5/28/14,3,4,Dicanthelium_oligosanthes,1
5/28/14,3,4,Cornus_drumondii,3
5/28/14,3,4,Carex_meadii,26
5/28/14,3,4,Amorpha_canescens,13
5/28/14,3,4,Ruellia_humilis,1
5/28/14,3,5,Carex_brevior,1
5/28/14,3,5,Carex_meadii,9
5/28/14,3,5,Asclepias_verticillata,1
5/28/14,3,5,Physalis_pumila,4
5/28/14,3,6,Carex_brevior,1
5/28/14,3,6,Carex_meadii,11
5/28/14,3,6,Amorpha_canescens,7
5/28/14,3,6,Ruellia_humilis,1
5/28/14,3,7,Carex_meadii,11
5/28/14,3,7,Rubus_occidentalis,1
5/28/14,3,7,Asclepias_verticillata,1
5/28/14,3,7,Physalis_pumila,6
5/28/14,3,7,Ruellia_humilis,2
5/28/14,3,8,Carex_meadii,2
5/28/14,3,8,Amorpha_canescens,6
5/28/14,3,8,Oxalis_stricta,1
5/28/14,3,8,Ruellia_humilis,1
5/28/14,3,8,Viola_petidifida,1
5/28/14,3,9,Carex_brevior,1
5/28/14,3,9,Carex_meadii,7
5/28/14,3,9,Cornus_drumondii,3
5/28/14,3,9,Amorpha_canescens,6
5/28/14,3,9,Ruellia_humilis,3
5/28/14,3,10,Carex_brevior,7
5/28/14,3,10,Carex_meadii,6
5/28/14,3,10,Carex_heliophila,2
5/28/14,3,10,Cornus_drumondii,3
5/28/14,3,10,Amorpha_canescens,45
5/28/14,3,10,Dalea_candida,3
5/28/14,3,10,Ruellia_humilis,4
8/24/14,1,1,Andropogon_gerardii,90
8/24/14,1,1,Sorghastrum_nutans,9
8/24/14,1,1,Carex_meadii,12
8/24/14,1,1,Carex_heliophila,1
8/24/14,1,1,Ambrosia_psilostachya,1
8/24/14,1,1,Amorpha_canescens,9
8/24/14,1,1,Aster_ericoides,1
8/24/14,1,1,Physalis_pumila,1
8/24/14,1,1,Salvia_azurea,7
8/24/14,1,1,Solidago_missouriensis,40
8/24/14,1,1,Ceanothus_herbaceus,11
8/24/14,1,1,Desmodium_illinoense,5
8/24/14,1,2,Andropogon_gerardii,80
8/24/14,1,2,Bouteloua_curtipendula,5
8/24/14,1,2,Dicanthelium_oligosanthes,1
8/24/14,1,2,Sorghastrum_nutans,20
8/24/14,1,2,Carex_heliophila,1
8/24/14,1,2,Ambrosia_psilostachya,1
8/24/14,1,2,Amorpha_canescens,6
8/24/14,1,2,Aster_ericoides,1
8/24/14,1,2,Physalis_pumila,1
8/24/14,1,2,Rhus_glabra,6
8/24/14,1,2,Salvia_azurea,4
8/24/14,1,2,Solidago_missouriensis,3
8/24/14,1,3,Andropogon_gerardii,60
8/24/14,1,3,Panicum_virgatum,20
8/24/14,1,3,Sorghastrum_nutans,30
8/24/14,1,3,Amorpha_canescens,7
8/24/14,1,3,Physalis_pumila,1
8/24/14,1,3,Salvia_azurea,21
8/24/14,1,3,Solidago_canadensis,26
8/24/14,1,4,Andropogon_gerardii,50
8/24/14,1,4,Bouteloua_curtipendula,30
8/24/14,1,4,Dicanthelium_oligosanthes,2
8/24/14,1,4,Panicum_virgatum,10
8/24/14,1,4,Schizachyrium_scoparius,4
8/24/14,1,4,Sorghastrum_nutans,3
8/24/14,1,4,Ambrosia_psilostachya,1
8/24/14,1,4,Asclepias_verticillata,1
8/24/14,1,4,Aster_ericoides,1
8/24/14,1,4,Aster_oblongifolia,1
8/24/14,1,4,Baptisia_bracteata,5
8/24/14,1,4,Ruellia_humilis,2
8/24/14,1,4,Salvia_azurea,1
8/24/14,1,4,Solidago_canadensis,3
8/24/14,1,4,Vernonia_baldwinii,2
8/24/14,1,5,Andropogon_gerardii,90
8/24/14,1,5,Dicanthelium_oligosanthes,1
8/24/14,1,5,Panicum_virgatum,2
8/24/14,1,5,Schizachyrium_scoparius,12
8/24/14,1,5,Sorghastrum_nutans,8
8/24/14,1,5,Ambrosia_psilostachya,5
8/24/14,1,5,Aster_ericoides,2
8/24/14,1,5,Physalis_pumila,1
8/24/14,1,5,Solidago_canadensis,3
8/24/14,1,6,Andropogon_gerardii,70
8/24/14,1,6,Bouteloua_curtipendula,20
8/24/14,1,6,Dicanthelium_oligosanthes,2
8/24/14,1,6,Panicum_virgatum,15
8/24/14,1,6,Schizachyrium_scoparius,10
8/24/14,1,6,Sorghastrum_nutans,5
8/24/14,1,6,Ambrosia_psilostachya,6
8/24/14,1,6,Amorpha_canescens,6
8/24/14,1,6,Aster_oblongifolia,2
8/24/14,1,6,Lespedeza_capitata,4
8/24/14,1,6,Rhus_glabra,6
8/24/14,1,6,Salvia_azurea,1
8/24/14,1,7,Andropogon_gerardii,50
8/24/14,1,7,Bouteloua_curtipendula,20
8/24/14,1,7,Dicanthelium_oligosanthes,1
8/24/14,1,7,Sorghastrum_nutans,7
8/24/14,1,7,Sporobolus_asper,4
8/24/14,1,7,Sporobolus_heterolepis,30
8/24/14,1,7,Carex_heliophila,4
8/24/14,1,7,Asclepias_verticillata,1
8/24/14,1,7,Aster_ericoides,1
8/24/14,1,7,Aster_oblongifolia,4
8/24/14,1,7,Baptisia_bracteata,11
8/24/14,1,7,Salvia_azurea,6
8/24/14,1,8,Andropogon_gerardii,70
8/24/14,1,8,Bouteloua_curtipendula,15
8/24/14,1,8,Dicanthelium_oligosanthes,9
8/24/14,1,8,Panicum_virgatum,4
8/24/14,1,8,Sorghastrum_nutans,2
8/24/14,1,8,Carex_heliophila,13
8/24/14,1,8,Baptisia_bracteata,19
8/24/14,1,8,Dalea_candida,4
8/24/14,1,8,Lespedeza_capitata,5
8/24/14,1,8,Ruellia_humilis,2
8/24/14,1,8,Salvia_azurea,4
8/24/14,1,8,Solidago_missouriensis,3
8/24/14,1,9,Andropogon_gerardii,90
8/24/14,1,9,Bouteloua_curtipendula,4
8/24/14,1,9,Dicanthelium_oligosanthes,3
8/24/14,1,9,Schizachyrium_scoparius,5
8/24/14,1,9,Sorghastrum_nutans,10
8/24/14,1,9,Sporobolus_asper,2
8/24/14,1,9,Ambrosia_psilostachya,2
8/24/14,1,9,Amorpha_canescens,6
8/24/14,1,9,Aster_ericoides,1
8/24/14,1,9,Rhus_glabra,4
8/24/14,1,9,Salvia_azurea,6
8/24/14,1,10,Andropogon_gerardii,100
8/24/14,1,10,Bouteloua_curtipendula,3
8/24/14,1,10,Dicanthelium_oligosanthes,4
8/24/14,1,10,Eragrostis_spectabilis,1
8/24/14,1,10,Panicum_virgatum,18
8/24/14,1,10,Sorghastrum_nutans,15
8/24/14,1,10,Ambrosia_psilostachya,1
8/24/14,1,10,Amorpha_canescens,19
8/24/14,1,10,Aster_oblongifolia,1
8/24/14,1,10,Ruellia_humilis,6
8/24/14,1,10,Salvia_azurea,3
8/24/14,2,1,Andropogon_gerardii,70
8/24/14,2,1,Bouteloua_curtipendula,5
8/24/14,2,1,Dicanthelium_oligosanthes,2
8/24/14,2,1,Sorghastrum_nutans,55
8/24/14,2,1,Sporobolus_asper,7
8/24/14,2,1,Ambrosia_psilostachya,1
8/24/14,2,1,Aster_ericoides,1
8/24/14,2,1,Lespedeza_violacea,70
8/24/14,2,1,Oxalis_stricta,1
8/24/14,2,1,Ruellia_humilis,1
8/24/14,2,1,Solidago_canadensis,19
8/24/14,2,1,Vernonia_baldwinii,5
8/24/14,2,1,Amaranthus_rudis,3
8/24/14,2,2,Andropogon_gerardii,90
8/24/14,2,2,Dicanthelium_oligosanthes,1
8/24/14,2,2,Sorghastrum_nutans,40
8/24/14,2,2,Rubus_occidentalis,1
8/24/14,2,2,Ambrosia_psilostachya,4
8/24/14,2,2,Aster_ericoides,4
8/24/14,2,2,Kuhnia_eupatoriodes,2
8/24/14,2,2,Ruellia_humilis,1
8/24/14,2,2,Solidago_canadensis,3
8/24/14,2,2,Solidago_rigida,2
8/24/14,2,2,Cornus_drumondii,1
8/24/14,2,3,Andropogon_gerardii,70
8/24/14,2,3,Bouteloua_curtipendula,7
8/24/14,2,3,Sorghastrum_nutans,40
8/24/14,2,3,Sporobolus_asper,3
8/24/14,2,3,Aster_ericoides,20
8/24/14,2,3,Solidago_canadensis,1
8/24/14,2,3,Solidago_missouriensis,80
8/24/14,2,3,Vernonia_baldwinii,1
8/24/14,2,3,Cornus_drumondii,6
8/24/14,2,4,Andropogon_gerardii,55
8/24/14,2,4,Bouteloua_curtipendula,2
8/24/14,2,4,Dicanthelium_oligosanthes,1
8/24/14,2,4,Panicum_virgatum,32
8/24/14,2,4,Sorghastrum_nutans,45
8/24/14,2,4,Eupatorium_altissimum,2
8/24/14,2,4,Aster_ericoides,1
8/24/14,2,4,Lespedeza_capitata,2
8/24/14,2,4,Rhus_glabra,2
8/24/14,2,4,Ruellia_humilis,1
8/24/14,2,4,Salvia_azurea,5
8/24/14,2,4,Solidago_canadensis,4
8/24/14,2,4,Solidago_missouriensis,4
8/24/14,2,4,Vernonia_baldwinii,1
8/24/14,2,4,Callirhoe_involucrata,1
8/24/14,2,5,Andropogon_gerardii,45
8/24/14,2,5,Bouteloua_curtipendula,3
8/24/14,2,5,Dicanthelium_oligosanthes,1
8/24/14,2,5,Sorghastrum_nutans,55
8/24/14,2,5,Sporobolus_heterolepis,3
8/24/14,2,5,Ambrosia_psilostachya,4
8/24/14,2,5,Aster_oblongifolia,5
8/24/14,2,5,Lespedeza_capitata,1
8/24/14,2,5,Rhus_glabra,60
8/24/14,2,5,Salvia_azurea,4
8/24/14,2,5,Vernonia_baldwinii,4
8/24/14,2,5,Rubus_occidentalis,6
8/24/14,2,6,Andropogon_gerardii,20
8/24/14,2,6,Bouteloua_curtipendula,15
8/24/14,2,6,Schizachyrium_scoparius,22
8/24/14,2,6,Sorghastrum_nutans,10
8/24/14,2,6,Sporobolus_heterolepis,15
8/24/14,2,6,Lespedeza_capitata,20
8/24/14,2,6,Rhus_glabra,30
8/24/14,2,6,Solidago_rigida,3
8/24/14,2,6,Vernonia_baldwinii,3
8/24/14,2,6,Antennaria_neglecta,2
8/24/14,2,7,Andropogon_gerardii,80
8/24/14,2,7,Bouteloua_curtipendula,3
8/24/14,2,7,Sorghastrum_nutans,15
8/24/14,2,7,Sporobolus_heterolepis,18
8/24/14,2,7,Ambrosia_psilostachya,1
8/24/14,2,7,Aster_sericeus,2
8/24/14,2,7,Lespedeza_capitata,5
8/24/14,2,7,Rhus_glabra,10
8/24/14,2,7,Salvia_azurea,2
8/24/14,2,7,Solidago_missouriensis,1
8/24/14,2,7,Eupatorium_altissimum,2
8/24/14,2,8,Andropogon_gerardii,55
8/24/14,2,8,Dicanthelium_oligosanthes,5
8/24/14,2,8,Sorghastrum_nutans,30
8/24/14,2,8,Sporobolus_heterolepis,25
8/24/14,2,8,Ambrosia_psilostachya,1
8/24/14,2,8,Aster_ericoides,1
8/24/14,2,8,Lespedeza_capitata,6
8/24/14,2,8,Rhus_glabra,7
8/24/14,2,8,Salvia_azurea,3
8/24/14,2,8,Rubus_occidentalis,5
8/24/14,2,8,Cornus_drumondii,1
8/24/14,2,9,Andropogon_gerardii,60
8/24/14,2,9,Sorghastrum_nutans,65
8/24/14,2,9,Sporobolus_asper,4
8/24/14,2,9,Carex_gravita,1
8/24/14,2,9,Aster_ericoides,1
8/24/14,2,9,Lespedeza_capitata,5
8/24/14,2,9,Lespedeza_violacea,2
8/24/14,2,9,Ruellia_humilis,1
8/24/14,2,9,Solidago_canadensis,75
8/24/14,2,9,Solidago_rigida,1
8/24/14,2,9,Vernonia_baldwinii,1
8/24/14,2,9,Amaranthus_rudis,1
8/24/14,2,10,Andropogon_gerardii,90
8/24/14,2,10,Sorghastrum_nutans,25
8/24/14,2,10,Kuhnia_eupatoriodes,23
8/24/14,2,10,Lespedeza_violacea,2
8/24/14,2,10,Rhus_glabra,1
8/24/14,2,10,Ruellia_humilis,6
8/24/14,2,10,Solidago_canadensis,6
8/24/14,2,10,Amaranthus_rudis,1
8/24/14,3,1,Andropogon_gerardii,90
8/24/14,3,1,Dicanthelium_oligosanthes,2
8/24/14,3,1,Sorghastrum_nutans,35
8/24/14,3,1,Cornus_drumondii,1
8/24/14,3,1,Carex_meadii,27
8/24/14,3,1,Rubus_occidentalis,4
8/24/14,3,1,Ambrosia_psilostachya,1
8/24/14,3,1,Amorpha_canescens,17
8/24/14,3,1,Physalis_pumila,1
8/24/14,3,1,Solidago_canadensis,45
8/24/14,3,2,Andropogon_gerardii,90
8/24/14,3,2,Panicum_virgatum,2
8/24/14,3,2,Sorghastrum_nutans,40
8/24/14,3,2,Carex_meadii,1
8/24/14,3,2,Amorpha_canescens,9
8/24/14,3,2,Lespedeza_violacea,15
8/24/14,3,2,Ruellia_humilis,1
8/24/14,3,2,Solidago_canadensis,32
8/24/14,3,3,Andropogon_gerardii,100
8/24/14,3,3,Sorghastrum_nutans,5
8/24/14,3,3,Carex_meadii,4
8/24/14,3,3,Lespedeza_violacea,75
8/24/14,3,3,Solidago_canadensis,3
8/24/14,3,4,Andropogon_gerardii,80
8/24/14,3,4,Dicanthelium_oligosanthes,3
8/24/14,3,4,Sorghastrum_nutans,45
8/24/14,3,4,Cornus_drumondii,8
8/24/14,3,4,Carex_meadii,19
8/24/14,3,4,Ambrosia_psilostachya,1
8/24/14,3,4,Amorpha_canescens,25
8/24/14,3,4,Ruellia_humilis,1
8/24/14,3,4,Solidago_canadensis,20
8/24/14,3,5,Andropogon_gerardii,90
8/24/14,3,5,Sorghastrum_nutans,45
8/24/14,3,5,Sporobolus_asper,4
8/24/14,3,5,Carex_brevior,3
8/24/14,3,5,Carex_meadii,11
8/24/14,3,5,Ambrosia_psilostachya,1
8/24/14,3,5,Asclepias_verticillata,1
8/24/14,3,5,Physalis_pumila,2
8/24/14,3,5,Vernonia_baldwinii,5
8/24/14,3,6,Andropogon_gerardii,100
8/24/14,3,6,Sorghastrum_nutans,15
8/24/14,3,6,Carex_brevior,2
8/24/14,3,6,Carex_meadii,20
8/24/14,3,6,Amorpha_canescens,16
8/24/14,3,6,Ruellia_humilis,2
8/24/14,3,6,Salvia_azurea,1
8/24/14,3,6,Solidago_canadensis,6
8/24/14,3,7,Andropogon_gerardii,90
8/24/14,3,7,Sorghastrum_nutans,45
8/24/14,3,7,Sporobolus_asper,2
8/24/14,3,7,Carex_meadii,16
8/24/14,3,7,Rubus_occidentalis,1
8/24/14,3,7,Amorpha_canescens,2
8/24/14,3,7,Ruellia_humilis,3
8/24/14,3,7,Solidago_missouriensis,15
8/24/14,3,8,Andropogon_gerardii,98
8/24/14,3,8,Sorghastrum_nutans,10
8/24/14,3,8,Carex_meadii,2
8/24/14,3,8,Ambrosia_psilostachya,5
8/24/14,3,8,Amorpha_canescens,20
8/24/14,3,8,Lespedeza_violacea,1
8/24/14,3,8,Oxalis_stricta,1
8/24/14,3,8,Solidago_missouriensis,32
8/24/14,3,9,Andropogon_gerardii,100
8/24/14,3,9,Panicum_virgatum,22
8/24/14,3,9,Schizachyrium_scoparius,15
8/24/14,3,9,Carex_meadii,8
8/24/14,3,9,Cornus_drumondii,3
8/24/14,3,9,Ambrosia_psilostachya,1
8/24/14,3,9,Amorpha_canescens,5
8/24/14,3,9,Ruellia_humilis,4
8/24/14,3,9,Salvia_azurea,2
8/24/14,3,9,Solidago_canadensis,7
8/24/14,3,9,Amaranthus_rudis,1
8/24/14,3,10,Andropogon_gerardii,75
8/24/14,3,10,Bouteloua_curtipendula,3
8/24/14,3,10,Dicanthelium_oligosanthes,3
8/24/14,3,10,Panicum_virgatum,65
8/24/14,3,10,Sorghastrum_nutans,30
8/24/14,3,10,Sporobolus_asper,4
8/24/14,3,10,Carex_brevior,8
8/24/14,3,10,Carex_meadii,7
8/24/14,3,10,Carex_heliophila,2
8/24/14,3,10,Cornus_drumondii,5
8/24/14,3,10,Amorpha_canescens,50
8/24/14,3,10,Dalea_candida,3
8/24/14,3,10,Ruellia_humilis,4
8/24/14,3,10,Salvia_azurea,7
8/24/14,3,10,Solidago_missouriensis,3